season,home_team,away_team,goals_h,goals_a,stadium,link,match_week,match_date,month,day,weekday,referee,attendance,possession_h,possession_a,shots_on_target_h,shots_on_target_a,shots_h,shots_a,touches_h,touches_a,passes_h,passes_a,tackles_h,tackles_a,clearances_h,clearances_a,corners_h,corners_a,offsides_h,offsides_a,yellow_cards_h,yellow_cards_a,red_cards_h,red_cards_a,fouls_conceded_h,fouls_conceded_a,formation_h,formation_a
2020/21,Crystal Palace,Arsenal,1,3,Selhurst Park,https://www.premierleague.com/match/59259,37,2021-05-19,5,19,3,Anthony Taylor,6500.0,31.3,68.7,6,3,12,6,455,791,258,603,20,8,23,18,6,7,3,2,2,1,0,0,7,7,4-3-3,4-2-3-1
2020/21,Burnley,Liverpool,0,3,Turf Moor,https://www.premierleague.com/match/59257,37,2021-05-19,5,19,3,Chris Kavanagh,3387.0,41.2,58.8,4,3,10,20,560,777,389,584,14,15,14,41,6,7,0,0,1,1,0,0,10,7,4-4-1-1,4-3-3
2020/21,West Brom,West Ham,1,3,The Hawthorns,https://www.premierleague.com/match/59265,37,2021-05-19,5,19,3,Michael Oliver,5371.0,52.5,47.5,4,9,14,21,558,530,357,326,10,16,21,34,6,8,2,1,2,2,0,0,8,11,4-4-1-1,4-2-3-1
2020/21,Man Utd,Fulham,1,1,Old Trafford,https://www.premierleague.com/match/59261,37,2021-05-18,5,18,2,Lee Mason,9347.0,57.1,42.9,6,5,13,8,721,599,544,410,13,25,9,20,6,1,4,1,2,3,0,0,10,15,4-2-3-1,3-4-2-1
2020/21,Southampton,Leeds,0,2,St. Mary's Stadium,https://www.premierleague.com/match/59263,37,2021-05-18,5,18,2,Peter Bankes,7291.0,51.3,48.7,3,7,18,15,620,588,392,375,23,35,13,14,4,4,2,1,0,3,0,0,10,12,,
2020/21,Brighton,Man City,3,2,Amex Stadium,https://www.premierleague.com/match/59256,37,2021-05-18,5,18,2,Stuart Attwell,7945.0,62.7,37.3,6,4,19,8,782,532,607,361,18,15,10,25,5,3,3,1,3,3,0,1,13,11,3-5-2,4-3-3
2020/21,Chelsea,Leicester,2,1,Stamford Bridge,https://www.premierleague.com/match/59258,37,2021-05-18,5,18,2,Mike Dean,7195.0,58.6,41.4,6,3,17,7,760,568,549,381,19,23,18,15,6,5,1,0,2,5,0,0,15,16,3-4-2-1,3-4-2-1
2020/21,Crystal Palace,Aston Villa,3,2,Selhurst Park,https://www.premierleague.com/match/59252,36,2021-05-16,5,16,7,David Coote,,45.5,54.5,8,5,23,19,533,625,325,393,15,13,22,30,7,7,2,2,3,2,0,0,23,13,4-3-3,4-3-3
2020/21,Spurs,Wolves,2,0,Tottenham Hotspur Stadium,https://www.premierleague.com/match/59255,36,2021-05-16,5,16,7,Martin Atkinson,,61.9,38.1,13,3,24,15,765,547,584,360,11,20,6,23,10,3,2,3,1,0,0,0,8,11,4-2-3-1,4-2-3-1
2020/21,West Brom,Liverpool,1,2,The Hawthorns,https://www.premierleague.com/match/59250,36,2021-05-16,5,16,7,Mike Dean,,23.7,76.3,3,6,9,26,399,886,200,699,16,8,32,17,9,13,0,0,3,2,0,0,7,14,4-4-1-1,4-3-3
2020/21,Everton,Sheffield Utd,0,1,Goodison Park,https://www.premierleague.com/match/59248,36,2021-05-16,5,16,7,Jonathan Moss,,62.4,37.6,6,3,16,10,824,573,635,385,21,14,15,26,11,4,0,3,1,3,0,0,8,12,4-2-3-1,3-4-3
2020/21,Burnley,Leeds,0,4,Turf Moor,https://www.premierleague.com/match/59247,36,2021-05-15,5,15,6,Graham Scott,,48.2,51.8,4,6,16,16,586,611,418,440,12,11,20,23,6,8,2,6,1,1,0,0,10,10,,
2020/21,Southampton,Fulham,3,1,St. Mary's Stadium,https://www.premierleague.com/match/59254,36,2021-05-15,5,15,6,Craig Pawson,,46.2,53.8,7,3,11,10,673,740,470,547,19,23,14,14,6,5,3,1,0,1,0,0,9,15,4-4-2,3-4-2-1
2020/21,Brighton,West Ham,1,1,Amex Stadium,https://www.premierleague.com/match/59246,36,2021-05-15,5,15,6,Andre Marriner,,51.1,48.9,2,3,10,15,732,713,595,552,9,6,18,6,3,3,0,2,1,0,0,0,7,5,3-4-3,4-2-3-1
2020/21,Newcastle,Man City,3,4,St. James' Park,https://www.premierleague.com/match/59253,36,2021-05-14,5,14,5,Kevin Friend,,17.9,82.1,5,6,11,15,353,1093,195,925,13,21,21,13,4,5,1,0,2,2,0,0,11,10,5-3-2,4-3-3
2020/21,Aston Villa,Everton,0,0,Villa Park,https://www.premierleague.com/match/59077,35,2021-05-13,5,13,4,Martin Atkinson,,58.0,42.0,2,5,13,15,671,514,502,362,7,9,16,17,9,1,0,2,2,1,0,0,9,12,4-2-3-1,4-4-2
2020/21,Man Utd,Liverpool,2,4,Old Trafford,https://www.premierleague.com/match/59231,35,2021-05-13,5,13,4,Michael Oliver,,53.3,46.7,3,8,18,17,714,656,511,454,22,16,12,18,6,4,1,1,3,0,0,0,10,12,4-2-3-1,4-3-3
2020/21,Chelsea,Arsenal,0,1,Stamford Bridge,https://www.premierleague.com/match/59251,35,2021-05-12,5,12,3,Andre Marriner,,67.7,32.3,5,2,19,5,938,532,765,369,4,14,5,37,9,1,4,2,0,1,0,0,7,6,3-4-2-1,3-4-2-1
2020/21,Man Utd,Leicester,1,2,Old Trafford,https://www.premierleague.com/match/59249,35,2021-05-11,5,11,2,Craig Pawson,,53.1,46.9,1,3,4,12,728,650,561,491,12,17,14,9,3,4,0,0,3,0,0,0,9,12,4-2-3-1,4-4-2
2020/21,Southampton,Crystal Palace,3,1,St. Mary's Stadium,https://www.premierleague.com/match/59214,35,2021-05-11,5,11,2,Andy Madley,,62.7,37.3,6,4,13,11,716,501,531,311,13,17,22,17,12,8,1,2,2,3,0,0,20,13,4-4-2,4-3-3
2020/21,Fulham,Burnley,0,2,Craven Cottage,https://www.premierleague.com/match/59238,35,2021-05-10,5,10,1,David Coote,,68.0,32.0,3,5,21,14,755,462,521,253,16,17,13,42,8,4,4,1,2,0,0,0,11,10,4-2-3-1,4-4-2
2020/21,Wolves,Brighton,2,1,Molineux Stadium,https://www.premierleague.com/match/59245,35,2021-05-09,5,9,7,Jonathan Moss,,60.7,39.3,6,3,16,5,752,567,569,373,14,15,12,27,10,5,0,2,2,2,0,2,12,7,4-2-3-1,4-4-1-1
2020/21,Aston Villa,Man Utd,1,3,Villa Park,https://www.premierleague.com/match/59237,35,2021-05-09,5,9,7,Chris Kavanagh,,41.1,58.9,5,7,11,18,560,738,383,563,14,10,20,19,5,6,1,1,1,0,0,0,13,18,4-2-3-1,4-2-3-1
2020/21,West Ham,Everton,0,1,London Stadium,https://www.premierleague.com/match/59244,35,2021-05-09,5,9,7,Stuart Attwell,,68.6,31.4,0,3,11,9,809,471,606,278,16,24,11,34,5,6,2,2,2,1,0,0,8,10,4-2-3-1,4-4-2
2020/21,Arsenal,West Brom,3,1,Emirates Stadium,https://www.premierleague.com/match/59236,35,2021-05-09,5,9,7,Peter Bankes,,65.7,34.3,7,1,15,12,747,455,576,288,11,14,25,12,6,6,1,2,1,2,0,0,7,9,4-2-3-1,4-4-1-1
2020/21,Man City,Chelsea,1,2,Etihad Stadium,https://www.premierleague.com/match/59242,35,2021-05-08,5,8,6,Anthony Taylor,,48.3,51.7,4,5,16,12,711,738,537,580,18,15,11,11,6,2,1,5,2,0,0,0,12,10,3-1-4-2,3-4-2-1
2020/21,Liverpool,Southampton,2,0,Anfield,https://www.premierleague.com/match/59241,35,2021-05-08,5,8,6,Kevin Friend,,54.1,45.9,6,6,14,12,757,663,557,480,15,18,15,18,8,4,4,1,0,1,0,0,10,6,4-3-3,4-4-2
2020/21,Leeds,Spurs,3,1,Elland Road,https://www.premierleague.com/match/59239,35,2021-05-08,5,8,6,Michael Oliver,,53.3,46.7,7,3,16,11,656,606,442,395,20,15,21,17,8,6,1,2,1,2,0,0,12,10,4-1-4-1,4-2-3-1
2020/21,Sheffield Utd,Crystal Palace,0,2,Bramall Lane,https://www.premierleague.com/match/59243,35,2021-05-08,5,8,6,Simon Hooper,,49.8,50.2,0,8,7,21,618,623,412,423,22,21,18,11,5,11,2,1,1,1,0,0,11,8,3-5-2,4-3-3
2020/21,Leicester,Newcastle,2,4,King Power Stadium,https://www.premierleague.com/match/59240,35,2021-05-07,5,7,5,Darren England,,68.3,31.7,9,6,25,14,799,469,596,274,13,9,14,38,9,6,2,1,1,1,0,0,12,9,3-4-1-2,5-3-2
2020/21,West Brom,Wolves,1,1,The Hawthorns,https://www.premierleague.com/match/59235,34,2021-05-03,5,3,1,Paul Tierney,,42.4,57.6,4,10,10,20,547,676,339,467,21,20,18,16,5,6,1,2,2,0,0,0,17,11,3-5-1-1,4-2-3-1
2020/21,Burnley,West Ham,1,2,Turf Moor,https://www.premierleague.com/match/59227,34,2021-05-03,5,3,1,Anthony Taylor,,44.6,55.4,3,4,8,22,593,734,426,544,8,10,15,31,5,4,2,2,2,1,0,0,4,8,4-4-2,4-2-3-1
2020/21,Newcastle,Arsenal,0,2,St. James' Park,https://www.premierleague.com/match/59232,34,2021-05-02,5,2,7,Mike Dean,,38.6,61.4,1,5,5,19,539,787,396,641,12,6,13,12,3,7,1,1,2,1,1,0,10,9,5-3-2,4-2-3-1
2020/21,Spurs,Sheffield Utd,4,0,Tottenham Hotspur Stadium,https://www.premierleague.com/match/59234,34,2021-05-02,5,2,7,Andre Marriner,,65.8,34.2,11,1,20,8,890,514,715,356,11,13,13,14,6,6,3,0,1,1,0,0,8,9,4-2-3-1,3-4-1-2
2020/21,Crystal Palace,Man City,0,2,Selhurst Park,https://www.premierleague.com/match/59229,34,2021-05-01,5,1,6,David Coote,,30.0,70.0,4,3,9,20,506,887,294,696,18,20,18,10,2,6,3,1,2,0,0,0,9,10,4-3-3,4-4-1-1
2020/21,Brighton,Leeds,2,0,Amex Stadium,https://www.premierleague.com/match/59226,34,2021-05-01,5,1,6,Chris Kavanagh,,41.9,58.1,5,2,17,11,535,668,351,466,11,17,25,13,2,9,0,1,1,1,0,0,17,6,3-4-1-2,4-1-4-1
2020/21,Chelsea,Fulham,2,0,Stamford Bridge,https://www.premierleague.com/match/59228,34,2021-05-01,5,1,6,Kevin Friend,,48.7,51.3,5,3,9,10,699,736,511,521,24,21,25,8,1,8,7,1,1,1,0,0,15,8,3-5-2,4-2-3-1
2020/21,Everton,Aston Villa,1,2,Goodison Park,https://www.premierleague.com/match/59230,34,2021-05-01,5,1,6,Simon Hooper,,47.5,52.5,3,5,16,13,607,664,421,469,20,15,15,18,3,6,2,2,0,2,0,0,10,13,4-2-3-1,4-2-3-1
2020/21,Southampton,Leicester,1,1,St. Mary's Stadium,https://www.premierleague.com/match/59233,34,2021-04-30,4,30,5,Robert Jones,,29.2,70.8,3,9,5,23,458,820,272,633,14,19,32,5,0,10,1,5,1,0,1,0,9,13,4-4-2,3-4-1-2
2020/21,Leicester,Crystal Palace,2,1,King Power Stadium,https://www.premierleague.com/match/59220,33,2021-04-26,4,26,1,Graham Scott,,66.8,33.2,5,2,13,4,780,472,598,300,19,13,12,14,7,2,2,3,0,1,0,0,13,12,3-4-1-2,4-3-3
2020/21,Wolves,Burnley,0,4,Molineux Stadium,https://www.premierleague.com/match/59225,33,2021-04-25,4,25,7,Darren England,,59.2,40.8,2,7,12,14,663,519,474,325,16,15,16,13,8,5,2,2,1,2,0,0,8,9,3-4-1-2,4-4-2
2020/21,Leeds,Man Utd,0,0,Elland Road,https://www.premierleague.com/match/59219,33,2021-04-25,4,25,7,Craig Pawson,,44.2,55.8,3,4,6,16,571,723,385,483,30,16,17,14,2,6,2,0,4,1,0,0,21,11,4-1-4-1,4-2-3-1
2020/21,Aston Villa,West Brom,2,2,Villa Park,https://www.premierleague.com/match/59217,33,2021-04-25,4,25,7,Stuart Attwell,,70.2,29.8,11,4,24,10,756,424,551,240,13,10,14,28,11,4,2,1,0,2,0,0,14,9,4-2-3-1,4-1-4-1
2020/21,Liverpool,Newcastle,1,1,Anfield,https://www.premierleague.com/match/59221,33,2021-04-24,4,24,6,Andre Marriner,,68.5,31.5,9,4,22,7,979,558,793,350,21,15,14,15,6,3,1,4,2,1,0,0,9,7,4-4-2,5-3-2
2020/21,West Ham,Chelsea,0,1,London Stadium,https://www.premierleague.com/match/59224,33,2021-04-24,4,24,6,Chris Kavanagh,,44.5,55.5,2,6,9,17,634,776,447,566,18,22,14,23,4,2,3,3,0,4,1,0,9,11,3-4-1-2,3-4-2-1
2020/21,Sheffield Utd,Brighton,1,0,Bramall Lane,https://www.premierleague.com/match/59223,33,2021-04-24,4,24,6,Kevin Friend,,31.5,68.5,3,4,7,17,457,844,295,640,24,10,25,11,2,12,0,1,3,0,0,0,13,7,3-4-1-2,3-4-1-2
2020/21,Arsenal,Everton,0,1,Emirates Stadium,https://www.premierleague.com/match/59216,33,2021-04-23,4,23,5,Jonathan Moss,,59.1,40.9,3,1,14,8,804,590,627,438,10,19,10,18,7,3,2,1,1,3,0,0,13,10,4-2-3-1,4-2-3-1
2020/21,Leicester,West Brom,3,0,King Power Stadium,https://www.premierleague.com/match/59211,32,2021-04-22,4,22,4,Andy Madley,,72.7,27.3,7,1,17,4,869,419,706,255,19,10,7,18,7,3,1,0,0,2,0,0,13,12,3-4-1-2,4-4-1-1
2020/21,Spurs,Southampton,2,1,Tottenham Hotspur Stadium,https://www.premierleague.com/match/59183,32,2021-04-21,4,21,3,David Coote,,61.7,38.3,3,5,12,10,833,583,610,371,18,29,13,16,5,5,2,0,2,1,0,0,10,14,4-2-3-1,4-4-2
2020/21,Aston Villa,Man City,1,2,Villa Park,https://www.premierleague.com/match/59207,32,2021-04-21,4,21,3,Peter Bankes,,28.0,72.0,3,3,8,13,441,950,304,806,12,5,20,7,1,11,1,2,0,1,1,1,12,7,4-1-4-1,4-3-3
2020/21,Chelsea,Brighton,0,0,Stamford Bridge,https://www.premierleague.com/match/59208,32,2021-04-20,4,20,2,Stuart Attwell,,64.4,35.6,4,2,7,11,924,583,740,410,8,25,9,6,0,3,3,0,2,0,0,1,8,9,3-4-3,3-1-4-2
2020/21,Leeds,Liverpool,1,1,Elland Road,https://www.premierleague.com/match/59210,32,2021-04-19,4,19,1,Anthony Taylor,,61.9,38.1,5,7,12,17,737,539,525,322,23,15,17,29,10,8,0,4,2,1,0,0,7,15,4-1-4-1,4-3-3
2020/21,Arsenal,Fulham,1,1,Emirates Stadium,https://www.premierleague.com/match/59206,32,2021-04-18,4,18,7,Craig Pawson,,69.5,30.5,5,1,18,3,804,448,633,286,18,12,6,32,11,1,5,0,0,3,0,0,9,11,4-2-3-1,4-4-2
2020/21,Man Utd,Burnley,3,1,Old Trafford,https://www.premierleague.com/match/59212,32,2021-04-18,4,18,7,Jonathan Moss,,69.4,30.6,9,3,17,10,796,425,610,266,13,15,16,29,8,3,2,4,1,2,0,0,9,12,4-2-3-1,4-4-1-1
2020/21,Newcastle,West Ham,3,2,St. James' Park,https://www.premierleague.com/match/59213,32,2021-04-17,4,17,6,Kevin Friend,,34.6,65.4,8,6,16,16,466,716,272,510,16,11,33,7,3,8,2,0,2,0,0,1,9,7,5-3-2,3-4-1-2
2020/21,Wolves,Sheffield Utd,1,0,Molineux Stadium,https://www.premierleague.com/match/59215,32,2021-04-17,4,17,6,Robert Jones,,47.5,52.5,5,2,10,8,661,682,479,512,15,19,21,9,3,3,2,2,1,2,0,0,8,15,3-4-2-1,3-4-2-1
2020/21,Everton,Spurs,2,2,Goodison Park,https://www.premierleague.com/match/59209,32,2021-04-16,4,16,5,Michael Oliver,,52.8,47.2,7,3,18,12,706,644,502,450,22,19,22,13,6,3,2,0,1,1,0,0,8,8,4-4-2,3-4-1-2
2020/21,West Brom,Southampton,3,0,The Hawthorns,https://www.premierleague.com/match/59204,31,2021-04-12,4,12,1,Simon Hooper,,39.5,60.5,6,4,15,14,491,634,285,442,15,14,24,14,5,10,4,2,0,1,0,0,12,11,4-4-1-1,4-4-2
2020/21,Brighton,Everton,0,0,Amex Stadium,https://www.premierleague.com/match/59196,31,2021-04-12,4,12,1,Darren England,,55.2,44.8,3,1,23,8,676,592,503,400,18,7,16,21,10,3,0,1,1,2,0,0,12,7,3-4-2-1,5-3-2
2020/21,Burnley,Newcastle,1,2,Turf Moor,https://www.premierleague.com/match/59197,31,2021-04-11,4,11,7,Anthony Taylor,,57.1,42.9,4,5,24,10,645,553,445,342,12,10,9,41,13,3,0,2,1,0,0,0,11,12,4-4-2,5-3-2
2020/21,West Ham,Leicester,3,2,London Stadium,https://www.premierleague.com/match/59205,31,2021-04-11,4,11,7,Mike Dean,,36.3,63.7,4,5,4,15,551,812,365,629,10,13,23,8,1,9,3,1,3,3,0,0,7,13,3-4-1-2,3-5-2
2020/21,Spurs,Man Utd,1,3,Tottenham Hotspur Stadium,https://www.premierleague.com/match/59203,31,2021-04-11,4,11,7,Chris Kavanagh,,46.8,53.2,3,7,12,12,643,715,439,503,21,19,14,16,7,5,3,1,1,5,0,0,11,15,4-3-3,4-2-3-1
2020/21,Sheffield Utd,Arsenal,0,3,Bramall Lane,https://www.premierleague.com/match/59202,31,2021-04-11,4,11,7,Peter Bankes,,45.1,54.9,2,5,7,14,609,731,469,577,16,12,19,11,2,4,2,3,1,1,0,0,9,6,3-5-2,4-2-3-1
2020/21,Man City,Leeds,1,2,Etihad Stadium,https://www.premierleague.com/match/59201,31,2021-04-10,4,10,6,Andre Marriner,,71.1,28.9,7,2,29,2,828,428,621,252,8,16,6,35,9,3,2,3,3,1,0,1,12,15,4-3-3,4-1-4-1
2020/21,Liverpool,Aston Villa,2,1,Anfield,https://www.premierleague.com/match/59200,31,2021-04-10,4,10,6,Paul Tierney,,66.3,33.7,10,5,23,9,769,511,577,296,14,18,16,23,7,0,2,2,2,4,0,0,16,11,4-3-3,4-3-3
2020/21,Crystal Palace,Chelsea,1,4,Selhurst Park,https://www.premierleague.com/match/59198,31,2021-04-10,4,10,6,Michael Oliver,,35.7,64.3,1,10,1,23,601,962,434,782,14,20,17,9,0,8,1,2,1,0,0,0,7,12,4-4-2,3-4-2-1
2020/21,Fulham,Wolves,0,1,Craven Cottage,https://www.premierleague.com/match/59199,31,2021-04-09,4,9,5,Jonathan Moss,,49.6,50.4,3,3,14,7,641,663,439,452,18,19,10,23,3,4,0,0,3,1,0,0,11,8,3-4-2-1,4-2-3-1
2020/21,Everton,Crystal Palace,1,1,Goodison Park,https://www.premierleague.com/match/59189,30,2021-04-05,4,5,1,Kevin Friend,,47.5,52.5,7,6,15,13,640,687,459,512,16,17,19,10,3,4,2,1,2,0,0,0,10,10,3-4-1-2,4-4-2
2020/21,Wolves,West Ham,2,3,Molineux Stadium,https://www.premierleague.com/match/59195,30,2021-04-05,4,5,1,Michael Oliver,,66.1,33.9,5,6,20,9,826,499,628,322,20,11,14,21,4,2,1,1,1,4,0,0,9,9,4-2-3-1,4-2-3-1
2020/21,Southampton,Burnley,3,2,St. Mary's Stadium,https://www.premierleague.com/match/59194,30,2021-04-04,4,4,7,Andre Marriner,,53.4,46.6,9,5,24,7,634,558,424,352,14,18,39,28,6,7,0,0,0,1,0,0,11,10,4-4-2,4-4-2
2020/21,Newcastle,Spurs,2,2,St. James' Park,https://www.premierleague.com/match/59193,30,2021-04-04,4,4,7,Craig Pawson,,41.2,58.8,6,5,22,11,547,714,348,521,11,14,19,24,7,3,1,3,3,2,0,0,13,14,5-3-2,4-4-2
2020/21,Aston Villa,Fulham,3,1,Villa Park,https://www.premierleague.com/match/59187,30,2021-04-04,4,4,7,Andy Madley,,52.5,47.5,4,7,14,15,633,582,418,384,15,23,11,25,4,4,5,2,1,2,0,0,14,20,4-2-3-1,4-2-3-1
2020/21,Man Utd,Brighton,2,1,Old Trafford,https://www.premierleague.com/match/59192,30,2021-04-04,4,4,7,Mike Dean,,57.7,42.3,7,3,15,5,792,631,604,436,13,20,17,19,5,6,0,2,2,2,0,0,14,7,4-2-3-1,3-4-1-2
2020/21,Chelsea,West Brom,2,5,Stamford Bridge,https://www.premierleague.com/match/59188,30,2021-04-03,4,3,6,David Coote,,66.2,33.8,8,7,18,14,756,505,581,297,17,19,11,24,10,3,1,4,1,1,1,0,11,6,3-4-2-1,5-4-1
2020/21,Leeds,Sheffield Utd,2,1,Elland Road,https://www.premierleague.com/match/59190,30,2021-04-03,4,3,6,Graham Scott,,54.1,45.9,8,1,23,9,688,608,491,410,15,17,12,22,5,7,1,1,1,2,0,0,12,13,4-1-4-1,3-5-2
2020/21,Leicester,Man City,0,2,King Power Stadium,https://www.premierleague.com/match/59191,30,2021-04-03,4,3,6,Anthony Taylor,,43.8,56.2,2,4,5,11,619,739,452,571,19,14,12,6,1,1,3,1,2,3,0,0,13,12,3-5-2,4-2-3-1
2020/21,Arsenal,Liverpool,0,3,Emirates Stadium,https://www.premierleague.com/match/59186,30,2021-04-03,4,3,6,Stuart Attwell,,35.8,64.2,2,7,3,16,556,879,395,703,21,18,24,10,1,2,0,3,1,1,0,0,10,10,4-2-3-1,4-3-3
2020/21,Brighton,Newcastle,3,0,Amex Stadium,https://www.premierleague.com/match/59176,29,2021-03-21,3,21,7,Anthony Taylor,,65.3,34.7,6,1,11,3,867,532,728,382,16,11,4,15,3,1,2,1,0,1,0,0,12,5,3-4-1-2,4-3-3
2020/21,West Ham,Arsenal,3,3,London Stadium,https://www.premierleague.com/match/59185,29,2021-03-21,3,21,7,Jonathan Moss,,36.9,63.1,5,7,15,16,516,785,348,606,12,10,20,21,3,5,1,0,3,1,0,0,18,8,4-2-3-1,4-2-3-1
2020/21,Aston Villa,Spurs,0,2,Villa Park,https://www.premierleague.com/match/59067,29,2021-03-21,3,21,7,Mike Dean,,50.1,49.9,1,3,8,9,613,646,416,421,24,18,17,26,5,8,1,1,3,2,0,0,18,13,4-2-3-1,4-4-2
2020/21,Fulham,Leeds,1,2,Craven Cottage,https://www.premierleague.com/match/59179,29,2021-03-20,3,20,6,David Coote,,51.2,48.8,6,4,13,13,590,573,339,319,20,25,32,39,13,7,1,4,2,2,0,0,13,12,4-2-3-1,4-1-4-1
2020/21,Wolves,Liverpool,0,1,Molineux Stadium,https://www.premierleague.com/match/59175,28,2021-03-16,3,16,2,Craig Pawson,,52.7,47.3,5,4,10,12,714,667,508,467,18,14,13,26,3,2,2,1,2,1,0,0,17,10,3-4-1-2,4-3-3
2020/21,Fulham,Man City,0,3,Craven Cottage,https://www.premierleague.com/match/59169,28,2021-03-14,3,14,7,Andre Marriner,,46.1,53.9,0,7,3,8,632,724,444,529,22,20,7,15,4,2,0,0,1,3,0,0,14,13,4-3-3,3-4-3
2020/21,Southampton,Brighton,1,2,St. Mary's Stadium,https://www.premierleague.com/match/59174,28,2021-03-14,3,14,7,Stuart Attwell,,59.4,40.6,4,6,9,8,690,535,492,330,13,24,18,22,4,5,0,0,1,1,0,0,11,10,4-4-2,4-4-2
2020/21,Leicester,Sheffield Utd,5,0,King Power Stadium,https://www.premierleague.com/match/59171,28,2021-03-14,3,14,7,Peter Bankes,,71.7,28.3,10,0,19,1,928,457,750,291,19,14,10,20,9,1,2,0,0,2,0,0,10,9,3-4-1-2,3-5-2
2020/21,Arsenal,Spurs,2,1,Emirates Stadium,https://www.premierleague.com/match/59166,28,2021-03-14,3,14,7,Michael Oliver,,52.6,47.4,3,3,13,6,697,662,519,482,20,18,8,24,6,3,0,1,1,2,0,1,12,14,4-2-3-1,4-2-3-1
2020/21,Man Utd,West Ham,1,0,Old Trafford,https://www.premierleague.com/match/59172,28,2021-03-14,3,14,7,Martin Atkinson,,61.8,38.2,4,0,15,7,843,595,684,411,13,13,14,26,6,2,0,2,4,0,0,0,12,2,4-2-3-1,3-1-4-2
